V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	Q1	Q2	Q3	Q4	Q35	Q35_TEXT	Q5	Q5_TEXT	Q6	Q8	Q10	Q36	Q33_1	Q33_2	Q33_3	Q33_4	Q33_5	Q33_6	Q33_7	Q33_8	Q33_9	Q33_10	Q33_11	Q33_12	Q33_13	Q33_14	Q33_15	Q33_16	Q33_17	Q33_18	Q33_19	Q33_20	Q33_21	Q33_22	Q33_23	Q33_24	Q33_25	Q33_26	Q33_27	Q33_28	Q33_29	Q33_30	Q37	Q38	Q39	LocationLatitude	LocationLongitude	LocationAccuracy
R_9zrFoZAFjoNzHSZ	Default Response Set	Anonymous			131.216.164.125	0	4/24/2014 15:42	4/24/2014 15:49	1	1	1	2	1	2		5	Assessment 	1	2		2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	1	1	1	1	"no, that is confidential information "	TALK! Communication is life's problem solver!	We are ALL insecure. ALL OF US. WE ARE ALL ONE and we all have our own battles. 	36.08770752	-115.1484985	-1
R_eJ5kmFkkltiF1nD	Default Response Set	Anonymous			209.152.44.30	0	4/24/2014 16:36	4/24/2014 17:00	1	1	1	4	1	2		3		1	5	4	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	1	2	1	1	2	1	1	2	2	1	"I have felt unfairly criticized, by a dean who needed to find something to target for improvement in every employee-- that is, her approach was that no one got a perfect score.  I became much more focused on the particular task she saw fault with, and for a time, became less creative in my work, less likely to try an innovate.  I think formative evaluation is much more useful."	"Move away from summative evaluation with lists of mistakes done, and toward formative assessment, where employees create portfolios of examples of their work and learning.  Give credit to major flops and lessons learned; let the employee include that in their portfolio. "	"Have them read Parker Palmer or other inspiring authors, who address how it is when we care the most about doing a good job, and support student or user success, we are most at risk of not connecting as we want, and we find that devastating.  But if you don't care, you are stuck.  Find an informal coach, or mentor, someone objective who will ask you open ended questions, to help you come up with your own solutions.  Don't participate in gossip or exaggerating the negatives of situations, especially towards yourself."	45.52340698	-122.6762009	-1
R_51Psgl0S4CfWjeB	Default Response Set	Anonymous			50.137.46.202	0	4/24/2014 17:09	4/24/2014 17:14	1	1	1	1	1	1		3		2	1	8	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	2	1	1	1	1	2	2	2	2	1	1	2	2	1	2	2				44.46980286	-123.3430023	-1
R_e3UyWmRh1j8xRiJ	Default Response Set	Anonymous			161.7.237.235	0	4/24/2014 17:26	4/24/2014 17:30	1	1	1	3	1	1		3		2	3	8	2	1	1	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	2	1	2	1	2	1	2	2	1	2	2	1				48.27760315	-106.2702026	-1
R_cCJ3YXriXcc1lkh	Default Response Set	Anonymous			64.69.155.95	0	4/24/2014 17:30	4/24/2014 17:34	1	1	1	4	1	2		3		2	7	9	2	1	2	1	1	2	2	2	2	2	2	1	2	1	1	2	1	2	1	2	2	2	1	2	1	2	2	1	1	2	2				34.15440369	-117.7637024	-1
R_6ywzmsAjqztYkOV	Default Response Set	Anonymous			69.144.2.58	0	4/24/2014 17:42	4/24/2014 17:50	1	1	1	2	1	1		2		1	3	8	2	1	1	1	2	1	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	2	2	2	No	"Ultimately, I feel it is the responsibility of the lirbarians to do their jobs well and therefore replace fear of negative evaluations with confidence related to work performance. However, I have encountered librarians in supervisory roles who should never have been given managerial responsibilities. My recommendation then would be to improve within the profession an understanding of what makes a good manager, and make sure these skills are required when hiring."	"Again, focus on what you can control: the quality of you work. Front-end librarians must work with people, so those who have great anxiety related to negative evaluation should steer clear of those positions! For those in behind-the-scenes or research positions, pay some attention to the workplace environment and to the quality of the person hiring you. If you can afford to be picky, don't work for people who seem likely to be poor managers!"	45.23309326	-109.4403	-1
R_ernDh7mr7wuMaH3	Default Response Set	Anonymous			74.118.178.2	0	4/24/2014 18:18	4/24/2014 18:28	1	1	1	5	1	2		3		2	7	8	1	1	2	1	2	1	2	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	2	2	1	2	1	yes.  It has made it difficult for me to invite constructive criticism that might help me.	"Kindness, politeness and social acceptance do wonders for easing the discomfort and jitters."	"Not letting the jitters show so that you remain cool and calm outwardly is important.  Deep breaths, not shallow breathing help physiologically calm you down."	47.65359497	-117.4317017	-1
R_bKhE1v63FpbF6cJ	Default Response Set	Anonymous			66.207.141.235	0	4/24/2014 21:57	4/24/2014 22:25	1	1	1	2	1	6	public & academic	5	All	2	1	8	1	1	1	1	2	1	2	2	1	2	2	2	2	1	1	2	1	2	2	1	1	2	2	2	2	2	2	1	2	2	1	"Yes, in so much as the fear inspires forethought and so you plan more thoughtfully your research, writing, level of formality with others, appearance, etc. My career has been affected positively: I got job offers after interviews, I have created good relationships with (sometimes difficult) colleagues, others follow my lead with projects, patrons/students generally like me, etc."	Supervisors should rethink what the employee is doing wrong and give them do-able tips to improve throughout the year. Supervisors should be an approachable resource for their employees to get help and guidance.	Try to reframe the comments in your mind as ways you can refine your work or your relationships with others. Think about which actions you could take to improve.	40.44059753	-79.99590302	-1
R_d0fXKWSespzXqaF	Default Response Set	Anonymous			207.38.184.251	0	4/25/2014 4:54	4/25/2014 5:30	1	1	1	3	6	2		5	"Reference, Instruction, and Web Services Librarian"	2	2	8	3	1	2	2	1	1	1	2	1	2	1	2	1	2	1	1	1	2	1	2	2	1	2	1	1	2	1	1	2	2	2	"No, I do not. I feel that men would rarely be concerned about being criticized and women, taught to socially please, are more concerned in different ways. The idea of this ""social anxiety"" has many gender biases and possibly gender-based implications. Though librarianship is largely a female profession, many of the managerial and high-level academic positions in libraries are held by men. I think what has affected my career is disempowerment, and librarianship as a profession is not empowering.   "	"I think that libraries tend to pull managerial staff from the ranks of librarians, who have little or no managerial experience and then simply set them at the task. If they've been great at their job, they get promoted but may be ill-prepared to actually supervise or manage. I think libraries really need to look hard at this tendency and start to train those they are promoting into management to do that kind of work. It requires a very specific set of skills and a delicate understanding of interpersonal and social relationships and patterns. I think libraries suffer tremendously from a lack of true leadership and from the issues described in The Leadership Pipeline. Giving staff leadership roles and skills across the organization, and trusting in staff's capabilities, would help. Libraries, for being so dedicated to providing excellent services to their patrons, are frequently very disempowering organizations for staff. They tend to be very hierarchical and rigid. This is in part due to the libraries' and librarianships' overall fears and negative self-perceptions as a profession. Individuals within the profession are bound to be negatively impacted by the disempowerment of the profession as a whole.   "	"Supportive management and feeling empowered are entwined, but you can create a work environment for yourself in which you feel empowered by taking ownership of your job duties. It takes time, persistence, perseverance, and a lot of gumption. But it can be done. Then when you have negative interactions, you can more quickly let them go because you have other things that fulfill you. If you cannot accomplish this in your organization (it can seem nearly impossible depending on your management and the structure within which you work), then create an empowering and fulfilling life outside the library and concentrate on the ""life"" part of the ""work life balance."" Also, promote more women into leadership roles where you have the power to do so.  Empower librarianship as a profession. And don't pathologize gendered experiences or disenfranchised-persons' experiences within corporate (or other) cultures.   "	40.71429443	-74.0059967	-1
R_3JBgQyWzSQP0mhf	Default Response Set	Anonymous			66.168.32.14	0	4/25/2014 7:11	4/25/2014 7:17	1	1	1	2	1	2		3		2	2	8	2	1	2	1	2	1	2	2	1	2	1	1	1	2	1	2	2	2	1	2	1	2	1	1	1	1	1	1	1	2	1	No	"As long as you do your best and can document this, you have nothing to fear"	I think it's similar to when people interview for a job: the people doing the interviewing (or reviewing in this case) probably have experienced the same anxiety. 	34.49159241	-82.61579895	-1
R_4YC5zZYVFwZbQOh	Default Response Set	Anonymous			67.222.112.202	0	4/25/2014 8:16	4/25/2014 8:22	1	1	1	1	1	2		3		2	1	8	2	1	2	1	2	1	2	2	1	2	2	1	2	2	2	2	1	2	2	2	1	2	1	2	2	2	2	1	1	1	1	"Yes.  I think it's caused me to be more diplomatic and think before I do things, which in turn has netted positive evaluations and promotions over time."	"It would depend on why the fear of negative evaluations exists.  If someone is going to lose their job due to a negative evaluation, then the corporate culture and perhaps the budget should be reevaluated and changes made.  If the fear is because a program or plan failed, then steps to improve or salvage that plan must be taken.  There are a lot of different ways that this question could be answered, and more detail is needed in the context of describing the situation."	Better to try and fail than to not try at all.	42.88639832	-78.87840271	-1
R_1MFWO5PZQebVhWZ	Default Response Set	Anonymous			161.7.112.5	0	4/25/2014 9:04	4/25/2014 9:16	1	1	1	2	1	6	government			2	1	8	1	1	2	2	1	2	2	2	2	2	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	2	2	No because I think people realize evaluations are meant to be taken with a grain of salt.  I think you become concerned when a pattern of behavior emerges overtime - the same criticisms regardless of the work environment or evaluator.  	"I think managers and supervisors need to receive actual training in how to conduct evaluations and what's appropriate to include.  For example, if someone snaps at you, rather than noting it on an evalution talk to the person about their behavior (this has happened to me). Or don't single someone out if all the employess exhibit the same behaviors (again, this has happened to me). I think workplaces need to formulate guidelines on what is appropriate to include and what's not. Also, evaluations shouldn't be used as management tools or as the basis for decisions.  Rather than working to improve or educate a problem employee, poor managers use evaluations to force employees to quit or scare them into submission. "	"Document, document, document!  Always keeps copies of the good things people say about you, always note your achievements. Your manager, particularly poor ones, don't do this. They focus on the bad.  Also, don't be afraid to tell your manager when it's inappropriate to include something on an evaluation (bad days).  Ultimately, do your job the best you can. We're not here to get good evaluations, we're here to hellp people. "	46.59269714	-112.0361023	-1
R_b923qCuYaRJ28yV	Default Response Set	Anonymous			134.193.168.163	0	4/25/2014 9:33	4/25/2014 9:37	1	1	1	1	1	2		3		2	1	8	2	1	2	2	2	2	1	2	1	2	2	1	2	2	2	1	1	2	1	2	2	1	2	1	2	2	2	1	2	2	2	No			39.03439331	-94.57219696	-1
R_cHfGSu2vgwhIU8R	Default Response Set	Anonymous			69.144.182.1	0	4/25/2014 9:23	4/25/2014 9:43	1	1	1	5	1	3		5	teaching	2	7	8	2	1	2	2	2	2	1	2	1	2	1	2	1	2	2	1	1	2	1	2	2	1	2	1	2	2	1	1	2	2	2	No.  I am well educated as to the needs of the various school libraries where I have been the librarian.  I feel my masters from U of A Tuscon helped me understand the mission of school libraries as places to begin the journey of life-long learning.	"The job of any administrator is to guide and help the people they are supervising if the need arises.  This is rarely done.  Employees should feel comfortable asking for help or advice.  Asking for help should be appreciated bu administration as willingness to learn and improve.  Too many times the first time an employee is aware of what they lack in the workplace, is their evaluation.  This is not right."	"Love Your Job.  Be friendly and encouraging to your patrons.  Take any workshops, classes , not just to recertify, but for your own professional knowledge to better serve your patorns.  "	45.87049866	-108.4742966	-1
R_0wcIxblAs7hCvrL	Default Response Set	Anonymous			150.201.47.143	0	4/25/2014 9:42	4/25/2014 9:52	1	1	1	5	1	2		3		2	7	8	2	1	2	1	2	1	1	2	1	2	1	2	2	2	2	2	2	2	1	2	2	1	2	1	2	2	1	1	2	2	1	"No.  I will do what I think is right, and what I think needs to be done."	"Supervisors don't get any training in supervision, management, mentoring, or anything else that would make them more effective.  They also don't understand the difference between management and leadership.  They should be exposed to Adm. Grace Murray Hopper's statement that ""one manages things; one leads people.""  People who are treated with respect will respond accordingly.  People who are bullied will either shut  down or strike back in some way.  Neither of these is a positive for either the individual or the workplace."	"Make sure you are doing what you are supposed to be, and doing it well.  Don't go looking for trouble.  Find a way to destress."	37.33700562	-89.5911026	-1
R_0MuMyYUxEjxMqJT	Default Response Set	Anonymous			153.91.66.206	0	4/25/2014 9:40	4/25/2014 9:52	1	1	2	4	1	2		3		2	4	10	2	1	2	2	1	2	1	2	2	2	1	2	1	2	2	1	1	2	1	2	2	1	2	1	2	2	1	1	2	2	2			"We are evaluated every minute of the day by those who interact with us.  It can be beneficial to have someone coach individuals through areas they can improve.  Obviously failing to meet minimal expectations brings the anxiety of loosing one's job.  However, the majority of situations involve improving a skill or knowledge area.  If the expectations are clearly stated, improvement is communicated positively, specifically and within the individuals ability to change, and one works through a transition.  Evaluations become more self improvement and less personal attacks.  Consequently, evaluations need to evolve to an ongoing working dialogue."	38.78619385	-93.72389984	-1
R_2mzii7S0EtKl5Y1	Default Response Set	Anonymous			168.215.131.150	0	4/25/2014 9:51	4/25/2014 9:59	1	1	2	1	1	1		3		1	1	4	2	1	2	2	2	1	2	2	2	1	2	2	1	2	1	2	2	2	1	2	2	2	2	1	1	1	1	1	2	2	2	I'm not afraid to be evaluated.	Don't take the evaluation process so seriously.  Supervisors should encourage their direct reports to do their job to the best of their ability and meet their goals to the best of their ability.  It's not the end of the world to not get a good review.	"Your life is not summed up by any evaluation from another human.  Period.  Take it all with a grain of salt and move forward, giving the best to the job/family/life that you have."	35.22709656	-80.8431015	-1
R_cXX0iUPM8MjsF9j	Default Response Set	Anonymous			173.184.187.182	0	4/25/2014 9:41	4/25/2014 10:00	1	1	1	1	1	2		3		1	2	4	2	1	1	1	2	2	2	1	2	1	2	2	2	1	1	2	2	2	2	1	2	2	1	2	1	1	2	1	1	2	1		"Explain the evaluations process clearly and what effect evaluations will have on employment, pay, etc. Also, supervisors should provide frequent, informal feedback so employees know where they stand and what their supervisor values and thinks of their work. "	"Learn to recognize and acknowledge your abilities, not just your shortcomings and surround yourself with people in your personal life who will provide support and encouragement so even if you receive a negative evaluation that will just be one person's opinions--not what everyone thinks of you. "	37.64219666	-93.39959717	-1
R_cZT5FtibXEubU6p	Default Response Set	Anonymous			168.166.80.208	0	4/25/2014 9:56	4/25/2014 10:08	1	1	1	3	1	6	state government	3		2	2	8	2	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	"No, becuase I have had a supervisor who gave good and supportive evaluations.  However, she just retired."	"Change the way those doing the evaluations communicate with those they are evaluating.  Take as much negativity out of it as possible.  I'm lucky to have had an understanding and supportive supervisor, but she just retired."	No.	38.55160522	-92.27449799	-1
R_bDcmJMKG12XAn1b	Default Response Set	Anonymous			207.160.205.13	0	4/25/2014 10:09	4/25/2014 10:14	1	1	1	2	1	1		2		1	1	4	2	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	2	1	no	making sure to explain evaluations and try to put a positive spin on things	remember that in the grand scheme of things it really doesn't matter that much	38.88169861	-92.40200043	-1
R_0emMQ7WUzAKywzH	Default Response Set	Anonymous			108.86.242.190	0	4/25/2014 10:10	4/25/2014 10:20	1	1	1	3	1	2		5	Instructional	2	4	8	2	1	2	2	2	2	2	2	1	2	1	1	1	2	2	1	1	2	1	1	2	2	2	2	2	2	2	1	2	2	2	"I have no problem with negative evaluations that are constructive. However, I feel that negative evaluations can also be destructive, usu. a result of poor leadership."	Leadership and management training for deans and other administrators.	"If a negative evaluation is constructive, you can achieve a positive outcome from it. "	42.2203064	-88.2338028	-1
